Sensor, X, Y, Z
linear accelerometer, -0.113234, 0.003622, 0.000373
linear accelerometer, -0.034172, 0.022569, -0.054553
linear accelerometer, -0.011137, 0.074134, -0.035522
linear accelerometer, -0.074429, -0.014575, -0.071942
linear accelerometer, -0.007419, 0.033021, -0.059595
linear accelerometer, -0.010321, -0.001817, 0.041391
linear accelerometer, -0.037414, -0.015625, -0.021046
linear accelerometer, -0.004657, 0.027475, -0.025587
linear accelerometer, -0.023263, -0.024330, -0.032783
linear accelerometer, 0.011336, -0.033113, 0.054824
