sensor, 0.0000,0.0000,0.0000
sensor, 0.0122,0.0072,0.0546
sensor, 0.0271,0.0137,-0.0410
sensor, 0.0559,0.0246,-0.0732
sensor, -0.0015,0.0047,-0.0019
sensor, -0.0005,0.0133,0.0537
sensor, 0.0461,0.0047,0.0105
sensor, 0.0781,0.0125,-0.0260
sensor, -0.0132,0.0136,0.0333
sensor, -0.0022,0.0154,0.1033
sensor, -0.0198,0.0033,0.0819
sensor, 0.0483,-0.0127,-0.0522
sensor, 0.0672,0.0063,-0.0944
sensor, 0.0184,0.0355,0.0089
sensor, 0.0074,-0.0054,0.0379
sensor, 0.0290,-0.0216,0.0056
sensor, -0.0060,0.0258,-0.0552
sensor, 0.0317,0.0068,0.0150
sensor, 0.0586,-0.0440,0.0811
sensor, 0.0010,-0.0239,0.0781
sensor, 0.0274,0.0080,-0.0038
sensor, -0.0195,-0.0238,-0.0063
sensor, -0.0023,-0.0344,-0.0213
sensor, 0.0567,0.0136,-0.0781
sensor, -0.0504,0.0578,-0.0732
sensor, -0.0032,0.0256,-0.0026
sensor, 0.0333,0.0143,0.0473
sensor, -0.0243,0.0479,0.0231
sensor, -0.0523,0.0598,0.0179
sensor, -0.0190,0.0013,0.0489
sensor, 0.0336,-0.0573,0.0704
sensor, -0.0125,-0.0066,-0.0400
sensor, -0.0439,0.0290,-0.0983
sensor, -0.0168,0.0084,-0.0268
sensor, 0.0538,-0.0268,0.0401
sensor, 0.0018,0.0003,0.0550
sensor, -0.0379,0.0190,0.0312
sensor, -0.0270,0.0379,-0.0632
sensor, 0.0304,-0.0117,-0.0042
sensor, 0.0672,-0.0570,0.0667
sensor, 0.1072,-0.0470,0.0783
sensor, 0.0164,-0.0539,0.0547
sensor, 0.2361,-0.1132,0.0581
sensor, -0.0472,-0.0557,0.0562
sensor, 0.0975,-0.0987,0.0731
sensor, 0.1002,-0.0858,0.1027
sensor, 0.3571,-0.0887,0.1286
sensor, 0.2003,-0.1848,0.0803
sensor, -0.1328,-0.0309,0.0644
sensor, -0.1171,-0.0256,0.0118
sensor, -0.0188,-0.0862,0.0906
sensor, 0.2526,-0.1575,0.1980
sensor, -0.0687,-0.0756,0.0807
sensor, -0.0020,-0.1279,0.0607
sensor, 0.2623,-0.1581,0.1102
sensor, 0.4013,-0.2494,0.1206
sensor, 0.2966,-0.2149,0.0602
sensor, 0.1007,-0.1560,-0.0338
sensor, 0.2308,-0.1823,0.0468
sensor, 0.1273,-0.2210,0.2277
sensor, 0.0366,-0.0304,0.1879
sensor, -0.1235,0.1150,0.0859
sensor, 0.0956,-0.0314,0.1335
sensor, 0.1677,-0.2300,0.1617
sensor, 0.1589,-0.2119,0.0438
sensor, 0.2003,-0.1264,-0.1978
sensor, 0.2765,-0.1163,-0.1111
sensor, 0.0906,-0.1275,0.1593
sensor, -0.0406,0.1354,-0.1944
sensor, 0.0665,0.2154,-0.3893
sensor, 0.2271,0.0287,0.0418
sensor, 0.0888,-0.1201,0.4999
sensor, 0.1429,-0.2641,0.2164
sensor, 0.0014,0.1641,-0.7132
sensor, -0.2048,0.3894,-0.7606
sensor, 0.1847,-0.0207,0.0366
sensor, 0.5076,-0.6996,1.0272
sensor, 0.4761,-0.7714,0.5599
sensor, -0.1340,-0.0553,-0.4117
sensor, -0.4131,0.3223,-0.4718
sensor, -0.2180,0.3000,0.0159
sensor, 0.0547,0.1054,0.1963
sensor, 0.3771,-0.1802,0.1236
sensor, 0.5240,-0.4345,0.2078
sensor, 0.2798,0.1240,-0.0097
sensor, -0.4008,0.5869,-0.2395
sensor, -0.2273,0.5609,-0.5399
sensor, 0.1719,0.0056,-0.2114
sensor, 0.2819,-0.4915,0.3702
sensor, 0.1580,-0.1980,0.4156
sensor, -0.3438,0.5912,-0.3074
sensor, -0.0714,0.5166,-0.5289
sensor, 0.5157,-0.0195,0.0282
sensor, 0.5622,-0.1773,0.3796
sensor, -0.0490,0.2685,-0.0076
sensor, 0.1115,0.2975,-0.1535
sensor, 0.0344,0.4876,-0.0658
sensor, -0.0624,0.5075,-0.0090
sensor, 0.0400,0.0438,0.1573
sensor, 0.2253,-0.1292,-0.1131
sensor, 0.1143,0.1057,-0.3117
sensor, -0.1254,0.4853,-0.0397
sensor, -0.3470,0.8145,-0.2830
sensor, -0.1135,0.4897,-0.2192
sensor, 0.1918,-0.1206,0.0024
sensor, -0.4851,0.3425,0.1958
sensor, -0.5477,0.4492,0.4122
sensor, -0.6188,0.4747,0.2776
sensor, -1.2706,0.7349,-0.1280
sensor, -1.0233,0.5578,-0.1210
sensor, -1.0626,0.7691,-0.0760
sensor, -1.1276,0.8072,-0.0132
sensor, -1.3271,0.7166,-0.0834
sensor, -1.0697,0.5972,-0.2971
sensor, -0.3702,0.4234,-0.0749
sensor, -0.2459,0.4043,0.2879
sensor, -0.5414,0.5614,0.0958
sensor, -1.0812,0.6960,0.0219
sensor, -0.7430,0.4355,0.0347
sensor, -0.1402,0.3228,-0.0613
sensor, -0.4125,0.3953,-0.0369
sensor, -1.0084,0.6639,-0.1077
sensor, -1.2297,0.8175,-0.1384
sensor, -0.5031,0.4577,-0.1402
sensor, 0.1274,0.1084,-0.0887
sensor, -0.3234,0.3036,0.0734
sensor, -0.8058,0.7808,-0.2171
sensor, -0.3272,0.5427,-0.2847
sensor, 0.2008,0.1427,-0.1307
sensor, 0.0251,0.2432,-0.0240
sensor, -0.3855,0.4915,-0.0521
sensor, -0.7252,0.6655,-0.3930
sensor, -0.2484,0.3820,-0.3116
sensor, 0.4305,-0.0009,-0.3142
sensor, 0.0600,0.1790,-0.0816
sensor, -0.3967,0.4760,-0.3461
sensor, -0.2986,0.3674,-0.3133
sensor, -0.0590,0.3005,-0.4054
sensor, 0.0909,0.2443,-0.2490
sensor, 0.0162,0.1708,-0.0918
sensor, -0.3436,0.3141,-0.2363
sensor, -0.0731,0.2708,-0.2543
sensor, -0.1738,0.2386,-0.1575
sensor, -0.3430,0.2841,-0.0349
sensor, -0.0804,0.2599,-0.2897
sensor, -0.1482,0.3203,-0.1305
sensor, -0.0501,0.2514,-0.2626
sensor, -0.0226,0.1930,-0.0664
sensor, -0.1889,0.2879,-0.2495
sensor, -0.2933,0.3490,-0.1343
sensor, -0.2478,0.3039,-0.2005
sensor, -0.1217,0.1559,-0.1617
sensor, 0.0903,0.0795,-0.2841
sensor, -0.1589,0.1692,-0.2767
sensor, -0.3960,0.2591,-0.2994
sensor, -0.2371,0.2001,-0.1829
sensor, -0.0607,0.0949,-0.1222
sensor, -0.2827,0.1799,-0.2201
sensor, -0.2460,0.2725,-0.1460
sensor, -0.0325,0.2322,-0.1377
sensor, 0.0769,0.0899,-0.1524
sensor, 0.0233,0.1014,-0.2166
sensor, -0.3376,0.3014,-0.2446
sensor, -0.2449,0.2697,-0.2376
sensor, -0.1554,0.2063,-0.0815
sensor, 0.0990,0.1275,-0.1866
sensor, 0.3610,0.0326,-0.1812
sensor, -0.1894,0.1861,-0.2116
sensor, -0.4809,0.1894,-0.2914
