Acce X,Acce Y,Acce Z,Gyro X,Gyro Y,Gyro Z,Quat x,Quat y,Quat z,Quat w,Mag X,MagY,Mag Z
0.0948,0.0677,0.0351,-0.0055,-0.0239,0.0048,0,0,0,0,50.8514,5.0735,14.2624
0.1049,0.0543,0.0797,-0.0044,-0.0228,0.0059,-0.2895,0.411,0.5569,0.6612,48.7549,5.7724,14.2624
0.0999,0.0597,0.0642,-0.0055,-0.0218,0.0059,-0.2892,0.4109,0.557,0.6613,48.7549,5.7724,14.2624
0.0975,0.0311,0.0858,-0.0066,-0.0228,0.008,-0.289,0.4108,0.557,0.6614,48.7549,5.7724,14.2624
0.0407,0.0232,0.0428,-0.0055,-0.0218,0.0069,-0.2888,0.4107,0.5572,0.6615,48.7549,5.7724,14.2624
0.0455,0.0775,0.0654,-0.0044,-0.0196,0.0069,-0.2886,0.4106,0.5572,0.6615,48.7549,5.0735,14.9429
0.0713,0.0473,0.0704,-0.0044,-0.0164,0.0059,-0.2884,0.4105,0.5573,0.6616,48.7549,5.0735,14.9429
0.0569,0.0315,0.0522,-0.0044,-0.0132,0.0069,-0.2883,0.4105,0.5574,0.6616,48.7549,5.0735,14.9429
0.053,0.0331,0.057,-0.0034,-0.0132,0.0091,-0.2881,0.4104,0.5575,0.6617,48.7549,5.0735,14.9429
0.0543,0.0448,0.0533,-0.0034,-0.0132,0.0112,-0.288,0.4103,0.5575,0.6617,50.1526,5.0735,13.5834
0.0681,0.0623,0.0282,-0.0034,-0.0132,0.0112,-0.2879,0.4103,0.5576,0.6617,50.1526,5.0735,13.5834
0.0545,0.0259,0.0824,-0.0044,-0.0143,0.0091,-0.2877,0.4103,0.5577,0.6617,50.1526,5.0735,13.5834
0.0573,0.0513,0.0697,-0.0055,-0.0122,0.0112,-0.2876,0.4102,0.5578,0.6618,50.1526,5.0735,13.5834
0.0394,0.0627,0.0554,-0.0055,-0.0111,0.0122,-0.2874,0.4101,0.5578,0.6618,48.0576,4.3747,14.9429
0.0218,0.0327,0.0621,-0.0023,-0.009,0.0112,-0.2873,0.4101,0.5579,0.6618,48.0576,4.3747,14.9429
0.0356,0.0661,0.0426,-0.0044,-0.0079,0.0122,-0.2872,0.41,0.558,0.6618,48.0576,4.3747,14.9429
0.0094,0.065,0.0906,-0.0012,-0.0068,0.0101,-0.2871,0.41,0.558,0.6618,48.0576,4.3747,14.9429
0.0284,0.0771,0.0565,-0.0034,-0.0026,0.0101,-0.2869,0.41,0.5581,0.6619,50.1526,5.0735,14.2624
0.0256,0.0747,0.0584,-0.0034,0.0006,0.0091,-0.2868,0.41,0.5581,0.6619,50.1526,5.0735,14.2624
0.0503,0.059,0.0616,-0.0034,0.0027,0.008,-0.2867,0.4101,0.5582,0.6619,50.1526,5.0735,14.2624
0.0439,0.072,0.0633,-0.0023,0.0038,0.008,-0.2866,0.41,0.5582,0.6619,50.1526,5.0735,14.2624
0.0243,0.078,0.0879,-0.0002,0.0049,0.0091,-0.2865,0.4101,0.5582,0.6619,48.7549,5.7724,14.2624
0.0333,0.0762,0.0872,-0.0002,0.0049,0.0091,-0.2863,0.4101,0.5583,0.662,48.7549,5.7724,14.2624
0.0431,0.0635,0.0506,-0.0023,0.0091,0.008,-0.2862,0.4101,0.5583,0.662,48.7549,5.7724,14.2624
0.0219,0.0515,0.0759,-0.0002,0.0123,0.0101,-0.2861,0.4101,0.5583,0.662,48.7549,5.7724,14.2624
0.025,0.0665,0.0676,-0.0012,0.0123,0.008,-0.286,0.4101,0.5583,0.662,48.0576,3.6774,14.2624
0.0117,0.0071,0.0332,-0.0023,0.0155,0.0091,-0.286,0.4101,0.5585,0.6619,48.0576,3.6774,14.2624
0.0418,0.0184,0.0234,-0.0044,0.0187,0.0091,-0.286,0.4101,0.5585,0.6619,48.0576,3.6774,14.2624
0.0282,0.0344,0.0257,-0.0055,0.0176,0.0112,-0.286,0.4101,0.5585,0.6619,48.0576,3.6774,14.2624
0.0405,0.0023,0.0217,-0.0055,0.0208,0.0112,-0.2859,0.4102,0.5585,0.6619,48.7549,5.0735,15.6219
0.05,0.0401,0.052,-0.0076,0.0219,0.0112,-0.2859,0.4102,0.5586,0.6618,48.7549,5.0735,15.6219
0.0673,-0.0012,0.0348,-0.0076,0.0251,0.0133,-0.2859,0.4102,0.5586,0.6618,48.7549,5.0735,15.6219
0.0762,0.038,0.0336,-0.0076,0.0294,0.0091,-0.2859,0.4102,0.5586,0.6618,48.7549,5.0735,15.6219
0.0848,0.0645,0.0593,-0.0055,0.0294,0.0069,-0.2859,0.4102,0.5587,0.6617,47.3587,2.9785,14.2624
0.0668,0.0469,0.0374,-0.0076,0.0326,0.0112,-0.2859,0.4102,0.5588,0.6616,47.3587,2.9785,14.2624
0.0943,0.0876,0.0368,-0.0066,0.0294,0.0112,-0.2859,0.4102,0.5588,0.6616,47.3587,2.9785,14.2624
0.1417,0.0419,0.0522,-0.0087,0.0283,0.0069,-0.2858,0.4103,0.5588,0.6616,47.3587,2.9785,14.2624
0.1098,0.0289,0.0369,-0.0108,0.0283,0.0059,-0.2858,0.4103,0.5589,0.6615,50.1526,3.6774,14.9429
0.1499,0.0499,0.0574,-0.0087,0.0251,0.0069,-0.2858,0.4102,0.559,0.6614,50.1526,3.6774,14.9429
0.1125,0.0754,0.036,-0.0098,0.023,0.0091,-0.2858,0.4102,0.559,0.6614,50.1526,3.6774,14.9429
0.1034,0.0458,0.04,-0.0098,0.024,0.0091,-0.2857,0.4103,0.5591,0.6614,50.1526,3.6774,14.9429
0.075,0.0554,0.0266,-0.0108,0.024,0.008,-0.2857,0.4103,0.5591,0.6614,48.7549,3.6774,13.5834
0.1103,0.0514,0.0359,-0.013,0.0219,0.0112,-0.2857,0.4103,0.5592,0.6613,48.7549,3.6774,13.5834
0.0691,0.0742,0.0446,-0.0108,0.0219,0.008,-0.2857,0.4103,0.5592,0.6613,48.7549,3.6774,13.5834
0.048,0.0746,0.0504,-0.0108,0.0219,0.0059,-0.2857,0.4103,0.5593,0.6613,48.7549,3.6774,13.5834
