Acce X,Acce Y,Acce Z,Gyro X,Gyro Y,Gyro Z,Quat x,Quat y,Quat z,Quat w,Mag X,MagY,Mag Z
0.4362,-0.0677,0.4271,0.019,0.9551,-0.0453,-0.2726,0.4357,0.5356,0.67,48.0576,8.5663,17.6605
0.3347,-0.0976,0.4275,0.0147,0.9498,-0.0453,-0.2739,0.4372,0.5349,0.6691,48.0576,8.5663,17.6605
0.3488,-0.0673,0.4274,0.0094,0.9551,-0.0431,-0.2752,0.4386,0.5342,0.6682,49.4537,5.7724,19.0201
0.3801,-0.1239,0.3941,0.0009,0.9572,-0.04,-0.2765,0.44,0.5337,0.6671,49.4537,5.7724,19.0201
0.4409,-0.1175,0.3603,-0.0066,0.9529,-0.0357,-0.2778,0.4415,0.5331,0.6662,49.4537,5.7724,19.0201
0.4264,-0.0864,0.2721,-0.014,0.9455,-0.0314,-0.2791,0.4429,0.5324,0.6652,49.4537,5.7724,19.0201
0.3493,-0.1021,0.3187,-0.0172,0.9423,-0.0261,-0.2804,0.4443,0.5318,0.6642,47.3587,8.5663,19.0201
0.2904,-0.0498,0.388,-0.0193,0.9466,-0.0208,-0.2817,0.4458,0.5311,0.6632,47.3587,8.5663,19.0201
0.3008,-0.0342,0.3627,-0.0172,0.9529,-0.0144,-0.283,0.4472,0.5305,0.6622,47.3587,8.5663,19.0201
0.33,-0.045,0.3822,-0.0161,0.9572,-0.0112,-0.2842,0.4486,0.5299,0.6612,47.3587,8.5663,19.0201
0.4469,-0.0496,0.3267,-0.0183,0.9572,-0.0133,-0.2855,0.4501,0.5293,0.6601,49.4537,6.4697,20.3796
0.589,-0.0473,0.2984,-0.0193,0.9519,-0.0144,-0.2868,0.4515,0.5287,0.659,49.4537,6.4697,20.3796
0.6645,-0.0423,0.2696,-0.0247,0.9423,-0.0208,-0.2881,0.4529,0.5281,0.658,49.4537,6.4697,20.3796
0.7977,-0.0229,0.2497,-0.03,0.9295,-0.025,-0.2894,0.4543,0.5275,0.657,49.4537,6.4697,20.3796
0.8905,-0.0563,0.2423,-0.0343,0.9082,-0.0304,-0.2906,0.4557,0.5269,0.656,47.3587,7.8674,21.0602
0.9126,-0.0247,0.1667,-0.0396,0.8848,-0.0346,-0.2918,0.457,0.5263,0.655,47.3587,7.8674,21.0602
0.9469,-0.0506,0.1607,-0.0428,0.8635,-0.0325,-0.293,0.4583,0.5257,0.654,47.3587,7.8674,21.0602
0.9513,-0.0457,0.0955,-0.046,0.8411,-0.0272,-0.2942,0.4595,0.5252,0.6531,47.3587,7.8674,21.0602
0.8548,-0.0271,0.0593,-0.0449,0.8187,-0.0208,-0.2954,0.4607,0.5246,0.6521,47.3587,7.1686,21.0602
0.6705,-0.0614,0.0352,-0.0449,0.8038,-0.0133,-0.2965,0.4619,0.5241,0.6512,47.3587,7.1686,21.0602
0.491,-0.0448,0.0884,-0.0438,0.7995,-0.0037,-0.2976,0.4631,0.5236,0.6503,47.3587,7.1686,21.0602
0.2919,-0.0523,0.095,-0.0417,0.8028,0.0048,-0.2987,0.4643,0.5231,0.6493,47.3587,7.1686,21.0602
0.1741,-0.0046,0.0903,-0.0428,0.8123,0.0101,-0.2998,0.4655,0.5225,0.6484,47.3587,7.8674,21.7392
0.1782,-0.0011,0.1051,-0.0438,0.8198,0.0144,-0.3009,0.4667,0.522,0.6474,47.3587,7.8674,21.7392
0.1776,0.0059,0.131,-0.0481,0.8272,0.0154,-0.3021,0.468,0.5215,0.6464,47.3587,7.8674,21.7392
0.1783,0.0184,0.1404,-0.0502,0.8315,0.0133,-0.3032,0.4693,0.521,0.6454,47.3587,7.8674,21.7392
0.2154,0.0608,0.1627,-0.0524,0.8326,0.0122,-0.3044,0.4706,0.5204,0.6443,47.3587,7.8674,21.7392
0.2319,0.0383,0.1441,-0.0534,0.8368,0.0101,-0.3057,0.472,0.5198,0.6431,47.3587,7.1686,22.4182
0.2974,0.049,0.1505,-0.0524,0.839,0.0101,-0.3066,0.473,0.5194,0.6422,47.3587,7.1686,22.4182
0.3766,0.0489,0.1444,-0.0481,0.839,0.008,-0.3077,0.4743,0.5189,0.6412,47.3587,7.1686,22.4182
0.453,0.0488,0.1323,-0.046,0.8304,0.0037,-0.3088,0.4755,0.5183,0.6402,46.6599,6.4697,23.7778
0.4992,0.0345,0.0976,-0.046,0.8251,0.0037,-0.3101,0.4768,0.5178,0.639,46.6599,6.4697,23.7778
0.5599,0.0337,0.1103,-0.0449,0.8145,-0.0005,-0.3111,0.478,0.5173,0.6381,46.6599,6.4697,23.7778
0.5542,0.0377,0.0457,-0.046,0.8038,-0.0091,-0.3122,0.4792,0.5168,0.6371,46.6599,6.4697,23.7778
0.4934,0.0319,0.0068,-0.0492,0.791,-0.0122,-0.3133,0.4804,0.5162,0.6361,45.961,7.8674,23.0988
0.3646,0.0419,0.0359,-0.0492,0.7793,-0.0144,-0.3144,0.4816,0.5156,0.6351,45.961,7.8674,23.0988
0.2165,0.0272,0.0954,-0.0492,0.7761,-0.0154,-0.3154,0.4827,0.515,0.6342,45.961,7.8674,23.0988
0.1574,0.0188,0.1115,-0.0481,0.7804,-0.0154,-0.3165,0.4839,0.5145,0.6333,45.961,7.8674,23.0988
0.1136,-0.0135,0.1509,-0.046,0.79,-0.0133,-0.3176,0.485,0.5139,0.6323,44.5648,7.1686,23.7778
0.1427,-0.0336,0.0793,-0.0449,0.7974,-0.0101,-0.3187,0.4862,0.5133,0.6313,44.5648,7.1686,23.7778
0.1667,-0.0028,0.0704,-0.0481,0.8017,-0.008,-0.3198,0.4873,0.5127,0.6304,44.5648,7.1686,23.7778
0.0808,-0.0091,0.0969,-0.0481,0.8038,-0.0059,-0.3209,0.4885,0.5122,0.6294,44.5648,7.1686,23.7778
-0.028,0.0131,0.1269,-0.0492,0.8049,-0.0059,-0.322,0.4897,0.5116,0.6283,46.6599,7.8674,25.1373
-0.1502,0.0037,0.1961,-0.0492,0.8155,-0.0059,-0.3231,0.4909,0.5109,0.6274,46.6599,7.8674,25.1373
-0.1807,0.0074,0.2128,-0.0492,0.8326,-0.0048,-0.3242,0.4921,0.5103,0.6263,46.6599,7.8674,25.1373
-0.1178,0.0093,0.2866,-0.047,0.855,-0.0059,-0.3253,0.4933,0.5097,0.6253,46.6599,7.8674,25.1373
0.053,0.0185,0.2696,-0.0449,0.8773,-0.0059,-0.3265,0.4946,0.5091,0.6242,45.2637,5.7724,26.4969
0.2927,-0.0027,0.2471,-0.046,0.8922,-0.0101,-0.3278,0.4957,0.5086,0.623,45.2637,5.7724,26.4969
0.4637,-0.0112,0.1912,-0.0492,0.8922,-0.0176,-0.329,0.497,0.508,0.6218,45.2637,5.7724,26.4969
0.5744,-0.0336,0.1938,-0.0545,0.8784,-0.0229,-0.3302,0.4983,0.5073,0.6207,45.2637,5.7724,26.4969
0.5652,-0.0368,0.2033,-0.0577,0.8603,-0.024,-0.3314,0.4995,0.5067,0.6196,45.2637,7.1686,27.8564
0.464,-0.0543,0.1847,-0.0609,0.8464,-0.0229,-0.3326,0.5007,0.5061,0.6185,45.2637,7.1686,27.8564
0.3336,-0.0455,0.1965,-0.0598,0.8326,-0.0154,-0.3338,0.5018,0.5054,0.6175,45.2637,7.1686,27.8564
0.1976,-0.0618,0.1963,-0.0556,0.8379,-0.0122,-0.335,0.503,0.5048,0.6164,45.2637,7.1686,27.8564
0.0239,-0.0555,0.2284,-0.0545,0.8496,-0.0037,-0.3361,0.5042,0.5042,0.6153,43.1686,7.8674,27.8564
-0.0726,-0.0563,0.2806,-0.0534,0.8667,-0.0005,-0.3372,0.5054,0.5035,0.6143,43.1686,7.8674,27.8564
0.0301,-0.0293,0.2833,-0.0545,0.8869,-0.0016,-0.3384,0.5066,0.5029,0.6131,43.1686,7.8674,27.8564
0.115,-0.0643,0.2703,-0.0609,0.8933,-0.008,-0.3396,0.5078,0.5022,0.612,43.1686,7.8674,27.8564
0.2595,-0.0602,0.1989,-0.0662,0.8922,-0.0133,-0.3408,0.5091,0.5016,0.6108,43.866,7.8674,29.216
0.3004,-0.0765,0.1736,-0.0737,0.8901,-0.0186,-0.3421,0.5103,0.5009,0.6097,43.866,7.8674,29.216
0.3629,-0.076,0.2466,-0.0801,0.8869,-0.024,-0.3433,0.5115,0.5002,0.6085,43.866,7.8674,29.216
0.376,-0.0684,0.297,-0.0811,0.8816,-0.0293,-0.3446,0.5127,0.4995,0.6073,43.866,7.8674,29.216
0.3716,-0.0346,0.211,-0.0854,0.8741,-0.0304,-0.3458,0.5139,0.4989,0.6062,44.5648,7.1686,29.216
0.2767,-0.0537,0.1849,-0.0854,0.8741,-0.0304,-0.3471,0.515,0.4982,0.6051,44.5648,7.1686,29.216
0.1476,-0.0513,0.2512,-0.0875,0.8826,-0.0357,-0.3483,0.5162,0.4976,0.6039,44.5648,7.1686,29.216
0.1144,-0.0099,0.3379,-0.0854,0.8954,-0.0346,-0.3496,0.5173,0.4969,0.6027,44.5648,7.1686,29.216
0.1333,-0.0103,0.3072,-0.0875,0.9029,-0.0368,-0.3509,0.5185,0.4962,0.6016,42.4698,7.1686,31.9351
0.2975,-0.0093,0.3242,-0.0928,0.905,-0.041,-0.3522,0.5196,0.4955,0.6003,42.4698,7.1686,31.9351
0.5118,0.0214,0.2583,-0.0971,0.8922,-0.0431,-0.3535,0.5208,0.4948,0.5991,42.4698,7.1686,31.9351
0.653,0.0018,0.2434,-0.0992,0.8709,-0.0474,-0.3548,0.5219,0.4942,0.598,42.4698,7.1686,31.9351
0.735,-0.0117,0.1773,-0.1024,0.8454,-0.0474,-0.356,0.523,0.4935,0.5968,41.7709,7.1686,31.9351
0.6962,-0.0064,0.171,-0.1056,0.8209,-0.0474,-0.3573,0.524,0.4929,0.5957,41.7709,7.1686,31.9351
