Timestamp,Acce X,Acce Y,Acce Z,Gyro X,Gyro Y,Gyro Z,Quat x,Quat y,Quat z,Quat w,Mag X,MagY,Mag Z
165100105,-0.0079,-0.047,-0.0323,0.0041,0.0017,-0.0165,0,0,0,0,48.7549,5.7724,17.6605
165100110,0.0163,0.0017,0.0301,0.0041,-0.0026,-0.0218,-0.2821,0.4409,0.5416,0.6578,48.7549,5.7724,17.6605
165100115,0.0178,-0.0108,-0.0219,0.0041,-0.0037,-0.0261,-0.2821,0.4408,0.5416,0.6578,48.7549,5.7724,17.6605
165100120,-0.0338,-0.0168,0.0178,0.003,-0.0026,-0.0325,-0.2822,0.4408,0.5415,0.6579,49.4537,5.0735,17.6605
165100125,-0.0417,-0.0135,0.0304,0.0062,-0.0005,-0.0336,-0.2823,0.4407,0.5416,0.6579,49.4537,5.0735,17.6605
165100130,-0.0794,-0.0155,0.01,0.0094,-0.0015,-0.0325,-0.2823,0.4407,0.5415,0.6579,49.4537,5.0735,17.6605
165100135,-0.0816,-0.0221,0.0143,0.0105,-0.0015,-0.0282,-0.2824,0.4407,0.5414,0.6579,49.4537,5.0735,17.6605
165100140,-0.0559,-0.0451,0.0443,0.0126,0.0006,-0.0218,-0.2825,0.4407,0.5414,0.658,48.7549,6.4697,19.0201
165100145,-0.1033,-0.0758,0.0239,0.0169,0.0017,-0.0154,-0.2826,0.4406,0.5414,0.658,48.7549,6.4697,19.0201
165100150,-0.0569,-0.0772,0.0452,0.0169,0.0027,-0.0048,-0.2827,0.4405,0.5413,0.658,48.7549,6.4697,19.0201
165100155,-0.0674,-0.0806,0.0136,0.0169,0.0027,0.0027,-0.2829,0.4405,0.5413,0.658,48.7549,6.4697,19.0201
165100160,-0.0538,-0.073,0.0166,0.019,0.0017,0.008,-0.283,0.4404,0.5413,0.658,49.4537,5.7724,17.6605
165100165,-0.0561,-0.0894,0.0352,0.019,0.0027,0.0122,-0.2831,0.4404,0.5413,0.658,49.4537,5.7724,17.6605
165100170,-0.0082,-0.1051,0.0221,0.0147,0.0059,0.0133,-0.2832,0.4403,0.5414,0.6579,49.4537,5.7724,17.6605
165100175,-0.0045,-0.0653,-0.0172,0.0137,0.0059,0.0176,-0.2833,0.4402,0.5414,0.6579,49.4537,5.7724,17.6605
165100180,0.0211,-0.0884,-0.0284,0.0126,0.007,0.0176,-0.2833,0.4402,0.5414,0.6579,48.7549,5.7724,16.3025
165100185,0.0274,-0.088,-0.0282,0.0083,0.007,0.0144,-0.2834,0.4402,0.5414,0.6578,48.7549,5.7724,16.3025
165100190,0.0003,-0.1005,-0.0374,0.0062,0.0081,0.0101,-0.2835,0.4402,0.5414,0.6578,48.7549,5.7724,16.3025
165100195,0.0241,-0.1042,-0.0391,0.002,0.007,0.0091,-0.2837,0.4401,0.5414,0.6578,48.7549,5.7724,16.3025
165100200,0.0289,-0.117,-0.0356,-0.0023,0.007,0.008,-0.2838,0.4401,0.5415,0.6577,49.4537,5.7724,17.6605
165100205,-0.0006,-0.093,-0.0324,-0.0055,0.0081,0.0069,-0.284,0.44,0.5415,0.6577,49.4537,5.7724,17.6605
165100210,0.0371,-0.1135,-0.0217,-0.0108,0.0091,0.0059,-0.2841,0.44,0.5415,0.6576,49.4537,5.7724,17.6605
165100215,-0.023,-0.0752,-0.0221,-0.0151,0.0081,0.0037,-0.2842,0.4399,0.5415,0.6576,49.4537,5.7724,17.6605
165100220,-0.0258,-0.0836,-0.0291,-0.0161,0.0113,0.0016,-0.2844,0.4399,0.5416,0.6576,48.0576,5.0735,17.6605
165100225,0.0019,-0.0743,-0.0335,-0.0215,0.0102,0.0048,-0.2846,0.4398,0.5416,0.6575,48.0576,5.0735,17.6605
165100230,-0.0255,-0.0496,-0.0451,-0.0215,0.0102,0.0048,-0.2847,0.4397,0.5417,0.6574,48.0576,5.0735,17.6605
165100235,-0.0497,-0.0338,-0.0289,-0.0247,0.0091,0.0048,-0.2848,0.4397,0.5417,0.6574,48.0576,5.0735,17.6605
165100240,-0.0171,-0.0145,-0.0604,-0.0289,0.0145,0.0059,-0.2849,0.4397,0.5417,0.6573,48.0576,5.0735,17.6605
165100245,-0.0074,0.027,-0.0158,-0.0268,0.0113,0.0091,-0.2851,0.4397,0.5417,0.6572,48.0576,5.0735,17.6605
165100250,-0.0033,0.0629,-0.0136,-0.0268,0.0113,0.0091,-0.2851,0.4397,0.5418,0.6571,48.0576,5.0735,17.6605
165100255,0.0044,0.041,-0.0153,-0.0247,0.0123,0.0091,-0.2851,0.4398,0.5418,0.6571,48.0576,5.0735,17.6605
165100260,0.0219,0.0049,-0.0173,-0.0204,0.0113,0.0069,-0.2851,0.4398,0.5418,0.6571,48.7549,5.7724,15.6219
165100265,0.027,0.0508,-0.0163,-0.0215,0.0123,0.0069,-0.2851,0.4398,0.5418,0.657,48.7549,5.7724,15.6219
165100270,0.0461,0.0642,-0.0218,-0.0183,0.0091,0.0059,-0.2851,0.4398,0.5419,0.657,48.7549,5.7724,15.6219
165100275,0.0275,0.0605,-0.0051,-0.013,0.0049,0.0059,-0.2851,0.4399,0.5419,0.657,48.7549,5.7724,15.6219
165100280,0.0261,0.0754,-0.0212,-0.0087,0.0006,0.0048,-0.2851,0.4399,0.5419,0.6569,47.3587,4.3747,16.9815
165100285,0.0511,0.0735,-0.017,-0.0055,0.0017,0.0037,-0.2851,0.4399,0.542,0.6569,47.3587,4.3747,16.9815
165100290,0.0055,0.0712,-0.0029,-0.0023,0.0006,0.0005,-0.285,0.44,0.542,0.6569,47.3587,4.3747,16.9815
165100295,-0.0067,0.0257,0.0042,0.003,-0.0005,0.0005,-0.2849,0.44,0.542,0.6569,47.3587,4.3747,16.9815
165100300,0.0093,0.0723,-0.003,0.0073,-0.0026,-0.0005,-0.2849,0.44,0.542,0.6569,46.6599,5.7724,18.3411
165100305,-0.0198,0.0461,-0.0053,0.0094,-0.0005,-0.0027,-0.2849,0.4401,0.542,0.6569,46.6599,5.7724,18.3411
165100310,-0.0062,0.0342,-0.0486,0.0137,-0.0026,-0.0016,-0.2848,0.4401,0.542,0.6569,46.6599,5.7724,18.3411
165100315,-0.0582,0.0309,-0.02,0.0158,-0.0047,0.0016,-0.2848,0.4402,0.5419,0.6569,46.6599,5.7724,18.3411
165100320,-0.068,0.0254,-0.0045,0.0179,-0.0047,0.0037,-0.2847,0.4402,0.5419,0.6569,48.7549,5.7724,19.0201
165100325,-0.0863,0.0041,0.0098,0.0169,-0.0005,0.0048,-0.2847,0.4402,0.5419,0.6568,48.7549,5.7724,19.0201
165100330,-0.0493,-0.0249,-0.0068,0.0169,0.0049,0.0059,-0.2847,0.4403,0.5419,0.6568,48.7549,5.7724,19.0201
165100335,-0.0236,-0.0034,-0.0045,0.0147,0.0091,0.0069,-0.2847,0.4403,0.5419,0.6568,48.7549,5.7724,19.0201
165100340,0.0244,-0.0378,-0.0226,0.0116,0.007,0.0059,-0.2847,0.4404,0.5419,0.6568,48.7549,5.7724,17.6605
165100345,0.0737,-0.018,-0.0415,0.0083,0.0049,0.0005,-0.2847,0.4404,0.5419,0.6568,48.7549,5.7724,17.6605
165100350,0.0557,-0.0137,-0.0001,0.0073,0.0017,-0.0037,-0.2847,0.4404,0.5419,0.6568,48.7549,5.7724,17.6605
165100355,0.0127,-0.0094,-0.0323,0.0062,-0.0005,-0.008,-0.2847,0.4404,0.5419,0.6568,48.7549,5.7724,17.6605
165100360,0.0239,0.0293,-0.0206,0.0041,0.0017,-0.0133,-0.2847,0.4404,0.5419,0.6568,48.7549,4.3747,16.3025
165100365,0.0075,-0.014,-0.0162,0.0052,0.0059,-0.0144,-0.2849,0.4403,0.542,0.6567,48.7549,4.3747,16.3025
165100370,0.0212,-0.0459,-0.0057,0.0052,0.0049,-0.0176,-0.2849,0.4403,0.542,0.6567,48.7549,4.3747,16.3025
165100375,0.0182,-0.0447,-0.0338,0.0041,0.0027,-0.0154,-0.285,0.4403,0.542,0.6566,48.7549,4.3747,16.3025
165100380,0.0247,-0.0806,-0.0255,0.0041,-0.0026,-0.0133,-0.285,0.4402,0.542,0.6566,48.7549,5.7724,19.0201
165100385,0.0469,-0.0704,0.0046,0.002,-0.0026,-0.0091,-0.2852,0.4402,0.5421,0.6566,48.7549,5.7724,19.0201
165100390,0.0338,-0.0756,-0.0234,-0.0023,-0.0026,-0.0027,-0.2852,0.4401,0.5421,0.6566,48.7549,5.7724,19.0201
165100395,0.0233,-0.0455,-0.0395,-0.0012,-0.0015,0.0027,-0.2853,0.4401,0.5421,0.6566,48.7549,5.7724,19.0201
165100400,0.0262,-0.0518,0.0156,0.003,-0.0037,0.0059,-0.2853,0.4401,0.5421,0.6566,48.7549,4.3747,18.3411
165100405,0.005,-0.038,-0.0038,0.002,-0.0058,0.008,-0.2854,0.4399,0.5424,0.6564,48.7549,4.3747,18.3411
165100410,0.0036,-0.0395,0.0096,0.002,-0.0047,0.008,-0.2854,0.4399,0.5424,0.6564,48.7549,4.3747,18.3411
165100415,0.0076,-0.0241,0.0138,0.002,-0.0047,0.0101,-0.2854,0.4399,0.5424,0.6564,48.7549,4.3747,18.3411
165100420,-0.0031,-0.0116,-0.0151,0.002,-0.0068,0.0091,-0.2854,0.4399,0.5424,0.6564,48.0576,5.7724,18.3411
165100425,-0.007,-0.0195,0.0574,0.0009,-0.0047,0.008,-0.2854,0.4399,0.5424,0.6563,48.0576,5.7724,18.3411
165100430,-0.024,-0.0001,0.0449,0.0009,-0.0058,0.0059,-0.2854,0.4399,0.5425,0.6564,48.0576,5.7724,18.3411
165100435,-0.0256,-0.0104,0.0534,-0.0002,-0.0037,0.0069,-0.2854,0.4398,0.5425,0.6564,48.0576,5.7724,18.3411
165100440,-0.0184,0.0167,0.0997,0.0009,-0.0047,0.0037,-0.2854,0.4398,0.5425,0.6564,48.0576,7.1686,19.0201
165100445,-0.0399,0.0156,0.0879,-0.0002,-0.0026,0.0016,-0.2853,0.4398,0.5424,0.6565,48.0576,7.1686,19.0201
165100450,-0.0406,-0.0191,0.0515,-0.0002,0.0017,0.0037,-0.2853,0.4398,0.5425,0.6565,48.0576,7.1686,19.0201
165100455,-0.0481,0.0189,0.0639,-0.0002,0.0059,0.0016,-0.2853,0.4398,0.5425,0.6565,48.0576,7.1686,19.0201
165100460,-0.1039,-0.0151,0.1181,-0.0002,0.0081,0.0016,-0.2852,0.4398,0.5425,0.6565,48.7549,6.4697,17.6605
165100465,-0.14,-0.0131,0.0783,0.0009,0.0102,-0.0016,-0.2852,0.4398,0.5424,0.6565,48.7549,6.4697,17.6605
165100470,-0.1178,0.0009,0.0962,-0.0002,0.0145,-0.0005,-0.2853,0.4398,0.5424,0.6565,48.7549,6.4697,17.6605
165100475,-0.1405,-0.0036,0.0806,-0.0002,0.0176,0.0016,-0.2853,0.4398,0.5424,0.6565,48.7549,6.4697,17.6605
165100480,-0.1184,-0.0083,0.0856,-0.0002,0.023,0.0005,-0.2853,0.4398,0.5424,0.6565,47.3587,5.7724,17.6605
165100485,-0.1148,-0.0069,0.1256,0.003,0.0262,0.0016,-0.2854,0.4398,0.5424,0.6564,47.3587,5.7724,17.6605
165100490,-0.1281,0.0042,0.0751,0.003,0.0304,0.0027,-0.2854,0.4399,0.5424,0.6564,47.3587,5.7724,17.6605
165100495,-0.1247,0.0057,0.102,0.0041,0.0336,0.0048,-0.2854,0.4399,0.5424,0.6564,47.3587,5.7724,17.6605
165100500,-0.1277,-0.0248,0.0674,0.0052,0.0358,0.0069,-0.2854,0.44,0.5423,0.6564,46.6599,5.7724,18.3411
165100505,-0.1541,-0.014,0.1226,0.0062,0.04,0.0069,-0.2855,0.44,0.5423,0.6563,46.6599,5.7724,18.3411
165100510,-0.167,-0.029,0.1177,0.0073,0.0475,0.0091,-0.2855,0.4401,0.5423,0.6563,46.6599,5.7724,18.3411
165100515,-0.156,-0.0432,0.11,0.0094,0.0507,0.0122,-0.2856,0.4402,0.5422,0.6563,46.6599,5.7724,18.3411
165100520,-0.2161,-0.04,0.1189,0.0105,0.0645,0.0186,-0.2856,0.4403,0.5422,0.6562,48.7549,5.7724,16.9815
165100525,-0.22,-0.0095,0.1184,0.0126,0.0709,0.0229,-0.2856,0.4404,0.5421,0.6562,48.7549,5.7724,16.9815
165100530,-0.2199,-0.0197,0.1482,0.0137,0.0773,0.0229,-0.2857,0.4406,0.542,0.6561,48.7549,5.7724,16.9815
165100535,-0.2066,-0.0228,0.1381,0.0158,0.0858,0.024,-0.2857,0.4407,0.5419,0.6561,48.7549,5.7724,16.9815
165100540,-0.2083,-0.0422,0.1421,0.0169,0.0933,0.025,-0.2857,0.4409,0.5418,0.656,47.3587,5.7724,17.6605
165100545,-0.1717,-0.0354,0.141,0.0179,0.1007,0.0261,-0.2858,0.4411,0.5417,0.6559,47.3587,5.7724,17.6605
165100550,-0.1237,-0.0465,0.138,0.019,0.1082,0.025,-0.2858,0.4413,0.5416,0.6559,47.3587,5.7724,17.6605
165100555,-0.1347,-0.0697,0.1173,0.0169,0.1103,0.0272,-0.2859,0.4415,0.5416,0.6558,47.3587,5.7724,17.6605
165100560,-0.0759,-0.0611,0.0973,0.0126,0.1157,0.0272,-0.286,0.4417,0.5415,0.6556,48.0576,4.3747,17.6605
165100565,-0.0801,-0.1307,0.1578,0.0105,0.1189,0.0293,-0.2863,0.4418,0.5417,0.6553,48.0576,4.3747,17.6605
165100570,-0.0501,-0.1107,0.0865,0.0041,0.1199,0.0325,-0.2865,0.4419,0.5417,0.6551,48.0576,4.3747,17.6605
165100575,-0.055,-0.0955,0.0949,0.0009,0.1274,0.0325,-0.2866,0.4421,0.5417,0.655,48.0576,4.3747,17.6605
165100580,-0.0562,-0.1292,0.0915,-0.0023,0.1306,0.0336,-0.2868,0.4423,0.5416,0.6548,47.3587,7.1686,17.6605
165100585,0.0011,-0.1394,0.072,-0.0087,0.1306,0.0378,-0.2869,0.4425,0.5415,0.6547,47.3587,7.1686,17.6605
165100590,0.0089,-0.138,0.0586,-0.013,0.1306,0.0389,-0.2871,0.4427,0.5415,0.6545,47.3587,7.1686,17.6605
165100595,0.0463,-0.1254,0.0326,-0.0183,0.1316,0.0378,-0.2873,0.4429,0.5415,0.6543,47.3587,7.1686,17.6605
165100600,0.0703,-0.1101,0.0443,-0.0247,0.1284,0.0368,-0.2875,0.443,0.5415,0.6541,47.3587,6.4697,17.6605
165100605,0.0861,-0.0641,0.0373,-0.03,0.1306,0.0357,-0.2877,0.4432,0.5415,0.6539,47.3587,6.4697,17.6605
165100610,0.0956,-0.0625,-0.0111,-0.0353,0.1274,0.0325,-0.2879,0.4434,0.5415,0.6537,47.3587,6.4697,17.6605
165100615,0.0862,-0.0721,0.0444,-0.0417,0.1263,0.0293,-0.2881,0.4435,0.5415,0.6535,47.3587,6.4697,17.6605
165100620,0.0841,-0.0366,0.0023,-0.0417,0.1295,0.0293,-0.2883,0.4437,0.5415,0.6533,47.3587,5.0735,18.3411
165100625,0.0704,-0.0391,0.0349,-0.0438,0.1274,0.0293,-0.2886,0.4438,0.5416,0.653,47.3587,5.0735,18.3411
165100630,0.1178,-0.025,0.0193,-0.0449,0.1263,0.0272,-0.2888,0.4439,0.5417,0.6528,47.3587,5.0735,18.3411
165100635,0.1109,-0.0016,0.0329,-0.0481,0.1242,0.0282,-0.289,0.4441,0.5417,0.6526,47.3587,5.0735,18.3411
165100640,0.1138,0.0214,0.0294,-0.047,0.122,0.0261,-0.2892,0.4442,0.5417,0.6524,48.0576,4.3747,18.3411
165100645,0.1492,0.0372,0.0192,-0.046,0.1189,0.025,-0.2896,0.4443,0.5419,0.652,48.0576,4.3747,18.3411
165100650,0.1262,0.0338,-0.0238,-0.046,0.1189,0.024,-0.2897,0.4444,0.5419,0.6518,48.0576,4.3747,18.3411
