sensor, 0.1071,0.0075,0.0125, -0.0044,0.0027,-0.0049, 0.0000,0.0000,0.0000,0.0000, -30.1682,37.8998,31.2546
sensor, 0.0997,0.0171,0.0546, -0.0034,-0.0037,-0.0070, -0.2960,-0.6210,-0.2322,0.6877, -30.1682,37.8998,31.2546
sensor, 0.0834,0.0087,0.0703, -0.0023,-0.0058,-0.0059, -0.2960,-0.6209,-0.2323,0.6877, -30.1682,37.8998,31.2546
sensor, 0.0666,0.0213,0.0152, 0.0009,-0.0111,-0.0017, -0.2959,-0.6208,-0.2323,0.6877, -30.1682,36.5036,29.8950
sensor, 0.0814,0.0100,0.0569, 0.0020,-0.0133,0.0015, -0.2959,-0.6209,-0.2324,0.6877, -30.1682,36.5036,29.8950
sensor, 0.0258,0.0104,0.0378, 0.0009,-0.0143,0.0026, -0.2959,-0.6208,-0.2324,0.6878, -30.1682,36.5036,29.8950
sensor, 0.0278,-0.0128,0.0462, 0.0041,-0.0154,0.0015, -0.2959,-0.6208,-0.2324,0.6878, -30.1682,36.5036,29.8950
sensor, 0.0232,-0.0024,0.0653, 0.0052,-0.0165,0.0037, -0.2959,-0.6208,-0.2325,0.6878, -29.4693,37.8998,29.8950
sensor, 0.0298,-0.0330,0.0646, 0.0062,-0.0143,0.0026, -0.2958,-0.6207,-0.2324,0.6879, -29.4693,37.8998,29.8950
sensor, 0.0155,-0.0229,0.0148, 0.0073,-0.0154,0.0037, -0.2959,-0.6207,-0.2325,0.6879, -29.4693,37.8998,29.8950
sensor, 0.0090,-0.0332,-0.0127, 0.0052,-0.0111,0.0037, -0.2959,-0.6206,-0.2324,0.6879, -29.4693,37.8998,29.8950
sensor, -0.0012,-0.0554,0.0233, 0.0030,-0.0101,0.0026, -0.2960,-0.6207,-0.2324,0.6879, -30.8670,37.2009,30.5756
sensor, -0.0108,-0.0757,0.0434, 0.0030,-0.0079,0.0026, -0.2961,-0.6206,-0.2324,0.6879, -30.8670,37.2009,30.5756
sensor, 0.0108,-0.0720,0.0342, 0.0009,-0.0079,0.0005, -0.2962,-0.6205,-0.2324,0.6879, -30.8670,37.2009,30.5756
sensor, 0.0184,-0.0757,-0.0222, -0.0002,-0.0037,0.0005, -0.2963,-0.6205,-0.2323,0.6880, -30.8670,37.2009,30.5756
sensor, -0.0019,-0.1141,-0.0163, -0.0055,-0.0015,0.0015, -0.2964,-0.6204,-0.2323,0.6879, -30.8670,37.2009,31.2546
sensor, 0.0028,-0.0840,-0.0073, -0.0076,-0.0015,0.0037, -0.2966,-0.6204,-0.2323,0.6879, -30.8670,37.2009,31.2546
sensor, -0.0037,-0.0418,0.0403, -0.0076,-0.0015,0.0037, -0.2967,-0.6203,-0.2322,0.6879, -30.8670,37.2009,31.2546
sensor, 0.0412,-0.0892,-0.0049, -0.0098,-0.0015,0.0037, -0.2968,-0.6203,-0.2323,0.6880, -30.8670,37.2009,31.2546
sensor, 0.0505,-0.0808,0.0267, -0.0162,-0.0015,0.0037, -0.2969,-0.6202,-0.2322,0.6879, -30.1682,37.2009,29.2160
