Acce X,Acce Y,Acce Z,Gyro X,Gyro Y,Gyro Z,Quat x,Quat y,Quat z,Quat w,Mag X,MagY,Mag Z
0.0411,0.0715,-0.0352,-0.0034,-0.0047,0.0027,0,0,0,0,21.5164,6.4697,50.2869
0.0492,0.0966,-0.0581,-0.0034,-0.0026,0.0027,-0.4738,0.6602,0.3931,0.4304,21.5164,6.4697,50.2869
0.0548,0.0886,-0.0254,0.0009,-0.0005,0.0005,-0.4736,0.6604,0.393,0.4302,21.5164,6.4697,50.2869
0.0217,0.0672,-0.0691,0.002,-0.0005,-0.0005,-0.4734,0.6606,0.393,0.4302,21.5164,6.4697,50.2869
0.034,0.0693,0.0065,0.0009,-0.0037,-0.0027,-0.4733,0.6608,0.393,0.4301,20.1202,5.0735,49.6063
0.0748,0.0507,-0.0297,0.002,-0.0037,-0.0048,-0.4732,0.6608,0.393,0.43,20.1202,5.0735,49.6063
0.0374,0.0483,-0.0078,0.0009,-0.0037,-0.0048,-0.4732,0.6609,0.393,0.4299,20.1202,5.0735,49.6063
0.036,0.03,-0.0159,0.002,-0.0058,-0.0059,-0.4731,0.661,0.393,0.4299,20.1202,5.0735,49.6063
0.0358,0.0455,-0.0379,0.0009,-0.0047,-0.0048,-0.473,0.6611,0.393,0.4299,21.5164,6.4697,50.2869
0.0296,0.0249,-0.0381,0.002,-0.0037,-0.0048,-0.4729,0.6612,0.393,0.4299,21.5164,6.4697,50.2869
0.0419,0.0035,-0.0159,0.002,-0.0037,-0.0048,-0.4729,0.6612,0.3929,0.4298,21.5164,6.4697,50.2869
0.0294,0.058,0.0027,0.0062,-0.0047,-0.0037,-0.4729,0.6612,0.3929,0.4298,21.5164,6.4697,50.2869
0.0538,0.0262,0.0006,0.0052,-0.0058,-0.0059,-0.4728,0.6613,0.3929,0.4298,20.8176,5.7724,49.6063
0.0062,0.0576,0.0236,0.0052,-0.0068,-0.0059,-0.4728,0.6613,0.3929,0.4298,20.8176,5.7724,49.6063
-0.0047,0.0305,0.0214,0.0062,-0.0037,-0.0069,-0.4727,0.6614,0.3929,0.4298,20.8176,5.7724,49.6063
0.0183,0.0745,0.0253,0.0062,-0.0047,-0.0069,-0.4727,0.6614,0.393,0.4299,20.8176,5.7724,49.6063
0.0209,0.0112,0.0107,0.0083,-0.0079,-0.008,-0.4725,0.6614,0.393,0.4299,20.1202,6.4697,50.9659
0.0127,0.0115,-0.0025,0.0094,-0.0079,-0.0091,-0.4725,0.6614,0.393,0.4299,20.1202,6.4697,50.9659
-0.0103,0.0126,0.0467,0.0083,-0.0058,-0.0069,-0.4725,0.6614,0.393,0.4299,20.1202,6.4697,50.9659
-0.019,-0.0046,0.0089,0.0094,-0.0047,-0.0048,-0.4725,0.6614,0.393,0.43,20.1202,6.4697,50.9659
-0.0024,0.0078,-0.0259,0.0105,-0.0047,-0.0027,-0.4725,0.6614,0.393,0.43,20.1202,5.7724,51.6449
-0.0181,0.0078,-0.0018,0.0083,-0.0047,-0.0016,-0.4725,0.6614,0.393,0.43,20.1202,5.7724,51.6449
0.0017,-0.0166,0.0086,0.0073,-0.0047,0.0016,-0.4725,0.6614,0.393,0.43,20.1202,5.7724,51.6449
0.0199,-0.0033,-0.0281,0.0073,-0.0047,0.0016,-0.4725,0.6614,0.393,0.43,20.1202,5.7724,51.6449
0.0105,-0.0269,0.0062,0.0062,-0.0058,0.0069,-0.4725,0.6614,0.393,0.43,20.8176,7.1686,50.2869
