Timestamp,Acce X,Acce Y,Acce Z,Gyro X,Gyro Y,Gyro Z,Quat x,Quat y,Quat z,Quat w,Mag X,MagY,Mag Z
165086814,0.0504,0.1123,0.0576,-0.013,-0.0122,-0.0016,0,0,0,0,22.9126,5.7724,48.2468
165086819,0.075,0.0514,0.0242,-0.014,-0.0122,-0.0027,-0.4792,0.6437,0.4039,0.4392,22.9126,5.7724,48.2468
165086824,0.0582,0.0813,0.0477,-0.0119,-0.0122,-0.0016,-0.4791,0.6437,0.404,0.4392,22.9126,5.7724,48.2468
165086829,0.0712,0.0862,0.0386,-0.0108,-0.0132,0.0005,-0.4789,0.6438,0.4041,0.4392,23.6115,5.0735,50.2869
165086834,0.0544,0.0923,0.0314,-0.0098,-0.0122,-0.0016,-0.4788,0.6439,0.4042,0.4392,23.6115,5.0735,50.2869
165086839,0.079,0.0455,0.0133,-0.0087,-0.0111,-0.0037,-0.4786,0.644,0.4043,0.4391,23.6115,5.0735,50.2869
165086844,0.0546,0.1031,0.0583,-0.0044,-0.0122,-0.0037,-0.4785,0.644,0.4043,0.4391,23.6115,5.0735,50.2869
165086849,0.0417,0.104,0.0483,-0.0034,-0.0111,-0.0037,-0.4783,0.6441,0.4044,0.4392,24.3103,5.0735,48.9273
165086854,0.0666,0.0575,0.0674,-0.0012,-0.0122,-0.0016,-0.4781,0.6442,0.4045,0.4392,24.3103,5.0735,48.9273
165086859,0.0523,0.0426,0.071,0.0041,-0.0111,-0.0016,-0.4779,0.6442,0.4046,0.4392,24.3103,5.0735,48.9273
165086864,0.0393,0.1007,0.0373,0.0052,-0.0111,-0.0005,-0.4778,0.6442,0.4046,0.4393,24.3103,5.0735,48.9273
165086869,0.034,0.0906,0.0407,0.0083,-0.0101,0.0005,-0.4776,0.6443,0.4047,0.4393,23.6115,5.7724,49.6063
165086874,0.0029,0.0458,0.0591,0.0137,-0.0079,0.0005,-0.4774,0.6444,0.4047,0.4393,23.6115,5.7724,49.6063
165086879,0.0346,0.0688,0.0076,0.0147,-0.0047,-0.0037,-0.4773,0.6444,0.4048,0.4394,23.6115,5.7724,49.6063
165086884,0.0148,0.0398,0.0236,0.0169,-0.0037,-0.0059,-0.4772,0.6445,0.4048,0.4394,23.6115,5.7724,49.6063
165086889,0.0192,0.0159,0.0158,0.0158,-0.0047,-0.0037,-0.4771,0.6445,0.4048,0.4394,23.6115,3.6774,48.9273
165086894,0.0054,0.0014,0.0469,0.0158,-0.0047,-0.0037,-0.4772,0.6445,0.4048,0.4394,23.6115,3.6774,48.9273
165086899,0.0061,-0.0283,0.0354,0.0147,-0.0037,0.0027,-0.4771,0.6445,0.4049,0.4394,23.6115,3.6774,48.9273
165086904,0.0413,-0.0164,0.0296,0.0105,-0.0026,0.0069,-0.4771,0.6444,0.4049,0.4395,23.6115,3.6774,48.9273
165086909,0.0272,-0.0531,0.0297,0.0073,-0.0026,0.0122,-0.4771,0.6444,0.4049,0.4395,22.9126,5.7724,48.2468
165086914,0.014,-0.0244,-0.0025,0.0052,-0.0047,0.0144,-0.4771,0.6444,0.4048,0.4396,22.9126,5.7724,48.2468
165086919,0.0272,-0.0103,-0.0045,0.0041,-0.0068,0.0176,-0.4771,0.6444,0.4048,0.4396,22.9126,5.7724,48.2468
165086924,0.0579,-0.008,0.028,0.002,-0.0079,0.0176,-0.4771,0.6444,0.4049,0.4396,22.9126,5.7724,48.2468
165086929,0.0192,0.0683,-0.0083,0.0009,-0.0068,0.0133,-0.477,0.6444,0.4049,0.4396,23.6115,5.0735,48.9273
165086934,-0.0202,0.0461,0.0099,-0.0002,-0.0015,0.0069,-0.4769,0.6445,0.4049,0.4395,23.6115,5.0735,48.9273
165086939,-0.0535,0.0869,-0.0142,0.0009,0.0017,0.0037,-0.4769,0.6445,0.405,0.4395,23.6115,5.0735,48.9273
165086944,-0.0581,0.0817,0.0123,0.0009,0.0081,-0.0016,-0.4768,0.6446,0.405,0.4395,23.6115,5.0735,48.9273
165086949,-0.011,0.0858,0.0142,0.002,0.0091,-0.0091,-0.4767,0.6446,0.405,0.4395,22.2153,5.7724,48.9273
165086954,0.047,0.0984,0.023,0.003,0.0102,-0.0144,-0.4766,0.6447,0.405,0.4395,22.2153,5.7724,48.9273
165086959,0.0622,0.0628,0.0155,0.003,0.0123,-0.024,-0.4765,0.6448,0.405,0.4395,22.2153,5.7724,48.9273
165086964,0.0815,0.0718,0.0255,0.003,0.0123,-0.0293,-0.4765,0.6448,0.405,0.4395,22.2153,5.7724,48.9273
165086969,0.0287,0.0319,0.0206,0.0041,0.0113,-0.0336,-0.4765,0.6449,0.4049,0.4395,22.9126,5.0735,48.2468
165086974,0.019,0.0201,0.0158,0.0052,0.0123,-0.0346,-0.4765,0.6448,0.4049,0.4395,22.9126,5.0735,48.2468
