Acce X,Acce Y,Acce Z,Gyro X,Gyro Y,Gyro Z,Quat x,Quat y,Quat z,Quat w,Mag X,MagY,Mag Z
-0.0308,0.0455,0.0218,0.0073,-0.0143,0.0005,0,0,0,0,19.4214,8.5663,50.9659
-0.0446,0.0502,0.0292,0.0073,-0.0154,-0.0069,-0.4726,0.6694,0.3574,0.4482,19.4214,8.5663,50.9659
-0.0882,-0.0256,0.0252,0.0126,-0.0143,-0.0101,-0.4725,0.6694,0.3574,0.4483,20.8176,10.6613,50.2869
-0.0782,-0.0513,-0.0044,0.0158,-0.0101,-0.0122,-0.4726,0.6691,0.3574,0.4485,20.8176,10.6613,50.2869
-0.0621,-0.0714,0.0191,0.0179,-0.0079,-0.0154,-0.4726,0.6691,0.3574,0.4485,20.8176,10.6613,50.2869
-0.0885,-0.1066,-0.014,0.0179,-0.009,-0.0144,-0.4727,0.669,0.3574,0.4486,20.8176,10.6613,50.2869
-0.0819,-0.1304,0.0116,0.0147,-0.009,-0.0122,-0.4729,0.6688,0.3573,0.4487,20.1202,10.6613,51.6449
-0.0969,-0.1083,-0.0068,0.0126,-0.009,-0.0101,-0.4732,0.6686,0.3573,0.4488,20.1202,10.6613,51.6449
-0.1254,-0.1025,0.0025,0.0116,-0.0111,-0.0059,-0.4733,0.6684,0.3572,0.4489,20.1202,10.6613,51.6449
-0.0875,-0.0389,0.0171,0.0105,-0.0101,-0.0005,-0.4735,0.6683,0.3572,0.449,20.1202,10.6613,51.6449
-0.0721,-0.0642,0.0119,0.0073,-0.0079,0.0016,-0.4735,0.6682,0.3572,0.4491,19.4214,9.9625,52.3254
-0.0488,-0.0738,0.0192,0.0062,-0.0047,0.0037,-0.4737,0.668,0.3573,0.4492,19.4214,9.9625,52.3254
-0.0223,-0.0741,-0.022,0.0073,-0.0111,0.008,-0.4737,0.6679,0.3573,0.4492,19.4214,9.9625,52.3254
-0.0376,-0.0603,0.0266,0.0073,-0.009,0.0101,-0.4738,0.6679,0.3573,0.4493,19.4214,9.9625,52.3254
-0.0053,-0.0704,0.0117,0.0073,-0.009,0.0101,-0.4739,0.6678,0.3573,0.4493,20.1202,10.6613,51.6449
-0.0479,-0.0763,0.0222,0.0073,-0.0122,0.0101,-0.4739,0.6677,0.3573,0.4493,20.1202,10.6613,51.6449
-0.0281,-0.0558,0.0156,0.0052,-0.0122,0.008,-0.474,0.6676,0.3573,0.4494,20.1202,10.6613,51.6449
-0.0398,-0.029,0.0061,0.003,-0.0143,0.0069,-0.474,0.6675,0.3573,0.4495,20.1202,10.6613,51.6449
